name,number,description,cloze,category,year,year_kind,pins,place_label,len,quotes,year_end,link,orientation
Petrel,168,"Named for Saint Peter, these birds fly close to the waters surface as they look for food, appearing to walk on water as Peter did, briefly, in the Gospel of Matthew.; Eighteenth century British sailors believed petrels to be harbingers of storms, calling them Mother Careys chickens. Related to the mythic Davy Jones, Mother Carey was a supernatural embodiment of the cruelty of the sea.","{meaning:""A coming storm"";scientific_name:""Procellariiformes""}",Ornithography,,,,,,,,,
Pheasant,169,"Like peacocks, male pheasants are more brightly colored than their female counterparts. In China, the golden pheasant is one of the inspirations behind the f ng huang, a mythical bird similar to the phoenix.; It appears in both ancient and modern Chinese jewelry, wedding decorations, home decor, and artwork. An immortal bird, it is associated with peace and prosperity.","{meaning:""Peace"";scientific_name:""Phasianidae""}",Ornithography,,,,,,,,,
Phoebe,170,"The phoebe is a small, gray colored flycatcher named for the sound of its call fee bee. Taking the Greek spelling, the name also recalls Phoebe, the mythic Titaness who was the daughter of Uranus and Gaia the Sky and the Earth and grandmother to Apollo, Artemis, and Hecate.; The original owner of the site of the Oracle of Delphi, Phoebe was associated with prophetic insight. Her name, meaning bright, was later adapted into a forename for Apollo, the sun god, and an alternative name for Artemis, goddess of the moon.","{meaning:""Brilliance"";scientific_name:""Sayornis""}",Ornithography,,,,,,,,,
Pigeon,171,"Pigeons were domesticated about five thousand years ago and have a unique homing ability, meaning they instinctively return to their nests even after traveling long distances away. For this reason, they were relied upon to deliver messages in ancient Egypt and by the Mongol emperor Genghis Khan.; More recently, they have carried postal messages and wartime communications.; One homing pigeon, Cher Ami, was wounded in battle during the First World War and received honors for managing to deliver a message despite his injuries. During the Second World War, Paddy, an Irish carrier pigeon, received the Dickin Medal for being the first pigeon to arrive in England with news of the successful D Day invasion. The heroic bird flew over 230 miles across the English Channel in just under five hours.","{meaning:""Correspondence"";scientific_name:""Columba livia""}",Ornithography,,,,,,,,,
Plover,172,"Sometimes mistaken for lapwings, plovers are wading birds found around the world. The golden plover in particular holds a special place in the folklore of Iceland. In this far northern country, the sight of the first golden plover indicates the arrival of spring.; The birds melancholic calls are said to sing away the snow, reminding Icelanders that the respite of warmer days is ahead.","{meaning:""Respite"";scientific_name:""Charadriidae""}",Ornithography,,,,,,,,,
Potoo,173,"The potoo is a fascinating nocturnal bird with cryptic plumage that allows it to blend in with stumps and branches. Native to Central and South America, this elusive bird with large, dark eyes has a ghostly quality. The Shuar people of Ecuador and Peru believe that the moon comes out when it hears the haunting cry of the potoo.; According to legend, a man angry with his wife fled to the sky and became the moon; his wife became the potoo, grieving for him at night.","{meaning:""Longing"";scientific_name:""Nyctibiidae""}",Ornithography,,,,,,,,,
Prairie chicken,174,"The prairie chicken is a type of grouse found across the North American prairies. Its scientific name, Tympanuchus, comes from the Greek for holding a drum and refers to the birds neck sack, which helps produce its booming call.; Both the Blackfoot and Cree peoples have honored the bird for centuries by performing the Prairie Chicken Dance, imitating the beautiful, elaborate mating dance of the male prairie chicken.","{meaning:""Rhythm"";scientific_name:""Tympanuchus""}",Ornithography,,,,,,,,,
Puffin,175,"A black and white seabird with a vibrant orange bill, the stocky puffin is a striking sight to behold on rocky coastal cliffs. Its scientific name, Fratercula, comes from the Latin fraterculus, meaning little brother, likely because the birds plumage resembles the robe of a monk.; In Ireland, where some believe these sacred birds bear the reincarnated souls of dead friars, the modest, hardworking puffin can be found fishing in turbulent seas or walking with a bowed head along a craggy shore.","{meaning:""Piety"";scientific_name:""Fratercula""}",Ornithography,,,,,,,,,
Quail,176,"Ground nesting birds more likely to be heard than seen, quails are often hunted and eaten as game. In Greek mythology, Asteria, the Titaness and daughter of Phoebe, avoided Zeuss advances by turning herself into a quail and diving into the sea, where she became the island of Delos.; When Asterias sister, Leto, was impregnated by Zeus, she avoided Heras jealous rage by taking refuge on Delos, where she gave birth to her twins, Artemis and Apollo.","{meaning:""Refuge"";scientific_name:""Phasianoidea""}",Ornithography,,,,,,,,,
Quetzal,177,"A small bird with emerald green feathers, the tropical quetzal is found in the forests of Central and South America. Revered by the Aztecs and Maya, the quetzal was associated with the feathered serpent god, Quetzalc atl, and symbolized goodness, light, wealth, and freedom.; Although rulers and other nobles traditionally wore the feathers of the quetzal, they were careful not to harm the sacred bird while harvesting its plumes. Killing the quetzal was an offense punishable by death.","{meaning:""Goodness"";scientific_name:""Trogonidae""}",Ornithography,,,,,,,,,
Raven,178,"With jet black feathers and a massive wingspan, the ravens imposing size, keen intelligence, and dark coloring set it apart from all other birds.; In Norse mythology, two ravens called Huginn and Muninn sit atop the shoulders of the one eyed god Odin. His companions and his spies, the birds fly around the world each day and report back to their master, whispering their findings in his ear.; The ravens association with Odin, considered the father of the Norse gods, suggests an immense respect for the birds wisdom, but it also acknowledges its role as a scavenger. Like Odin, the god of war, the raven could be ruthless, circling over battlefields scavenging for prey.","{meaning:""Intelligence"";scientific_name:""Corvus""}",Ornithography,,,,,,,,,
Rhea,179,"Distant relative of the ostrich and emu, this large flightless bird is named for the ancient Greek Titaness Rhea, mother of Zeus, Hera, Poseidon, Hestia, Demeter, and Hades. Rhea may derive from the Greek ra, meaning ground or earth, a suitable name for a land bound bird.","{meaning:""Stability"";scientific_name:""Rhea""}",Ornithography,,,,,,,,,
Roadrunner,180,"The roadrunner, also called the chaparral, is a fast running bird capable of accelerating up to twenty six miles per hour. Like the cartoon character of the same name, the bird is notoriously difficult to catch. Apart from its speed, its unique toe anatomy creates X shaped footprints that could lead in any direction. For this reason, the Pueblo people of the American Southwest re create the roadrunners footprints outside the tents of their deceased, hoping to confuse evil spirits and prevent them from following the souls of the dead.","{meaning:""Confusion"";scientific_name:""Geococcyx""}",Ornithography,,,,,,,,,
